ID,Districte,Categoria,Subcategoria,Títol,Descripció,Propostes,Suports,Comentaris,Participants,Intervencions,URL
5549,,Bon viure,Justícia social,Unitat de prevenció de l’exclusió residencial i la pobresa energètica,"<div>Crear una unitat vinculada a la xarxa d’oficines d’habitatge que ha de treballar en la prevenció de l’exclusió residencial i la pobresa energètica en coordinació amb els serveis socials. En un termini de dos anys disposarà de vint professionals, entre tècnics d’habitatge, mediadors, treballadors socials, advocats, inspectors i administratius.</div>",9,277,11,272,0,https://decidim.barcelona/action_plans/5549
5550,,Bon viure,Justícia social,"Auditoria dels serveis bàsics: costos reals, origen i destinació dels beneficis","<div>Dur a terme auditories de les xarxes de distribució principals, en mans d’un monopoli privat, amb l’objectiu de determinar-ne els costos reals i l’origen i la destinació dels beneficis. Els resultats han de servir perquè les empreses gestores facin les inversions necessàries per evitar situacions de risc en el subministrament.</div>",1,23,1,0,0,https://decidim.barcelona/action_plans/5550
5546,,Bon viure,Justícia social,Pla de treball socioeducatiu per a la millora de la infància en risc social,"<div>Elaborar un pla de treball socioeducatiu, dissenyat conjuntament amb professionals i famílies, per garantir una bona atenció als infants i les famílies vulnerables.</div>",13,127,10,128,0,https://decidim.barcelona/action_plans/5546
5547,,Bon viure,Justícia social,Rendes municipals infantil i complementària,"<div>Establir un suport econòmic d’inclusió adreçat a les llars en situació de pobresa i amb dificultat de cobertura de qualsevol necessitat bàsica, i fixar una quantitat que asseguri, a cada persona i de manera complementària, un nivell de renda per sobre del llindar de pobresa. </div>",14,94,19,215,0,https://decidim.barcelona/action_plans/5547
5548,,Bon viure,Justícia social,Tarifació social dels serveis municipals,<div>Posar en marxa un sistema de pagament dels serveis públics per nivells de renda.</div>,6,55,11,185,0,https://decidim.barcelona/action_plans/5548
5552,,Bon viure,Autonomia personal ,Pla integral d’atenció a domicili,"<div>Integrar en un model de gestió i d’atenció únic els serveis d’atenció personal a la dependència: teleassistència i Servei d'Atenció Domiciliària (SAD). Cal incloure les persones amb grau I de dependència en l’atenció del SAD al més aviat possible. A més, cal introduir millores socials, laborals i ambientals en el servei. </div>",25,164,28,1027,0,https://decidim.barcelona/action_plans/5552
5553,,Bon viure,Autonomia personal ,Impulsar la participació de les persones amb diversitat funcional ,"<div>Crear una xarxa d'acció per la diversitat funcional en el marc de l'Acord Ciutadà per una Barcelona Inclusiva, en la qual es fomenti l’accés i l'intercanvi d’informació, recursos i coneixements, així com l’impuls de projectes conjunts entre les entitats i l’administració en matèria de diversitat funcional.</div>",5,38,6,45,0,https://decidim.barcelona/action_plans/5553
5565,,Bon viure,Equitat de gènere i diversitat sexual,Recuperar la memòria històrica i col·lectiva de les dones de la ciutat,"<div>Recuperar la memòria de les dones de la ciutat en coordinació amb la comissionada de Cultura i el comissionat de Programes de Memòria promovent un nomenclàtor paritari, que reconegui les dones en el món cultural, polític, social, científic etc., i promovent projectes, actes i actuacions específiques que recullin l'experiència de les dones al llarg de la historia de la ciutat i la donin a conèixer en els diferents barris i entitats de la ciutat. </div>",12,195,18,114,0,https://decidim.barcelona/action_plans/5565
5566,,Bon viure,Equitat de gènere i diversitat sexual,Estratègia de prevenció contra el sexisme,"<div>Estratègia conjunta per prevenir el sexisme i la violència masclista, en col·laboració amb tots els actors implicats en la resolució del problema. Intervencions des dels 0 - 3 fins a la edat adulta, amb un pes important en el treball en les xarxes digitals i en els mitjans de comunicació. També s'intervindrà en l'àmbit educatiu i del lleure, amb actuacions de formació i sensibilització per a l'alumnat i el professorat, amb un pla d'educació afectivo-sexual i pel dret al propi cos a les escoles públiques, un pla de treball de noves masculinitats, d'eliminació de la publicitat sexista amb campanyes de ciutat, com BCN antimasclista, amb accions contra el ciberassatjament i tecnoclogies 2.0, entre d'altres. </div>",20,676,55,342,0,https://decidim.barcelona/action_plans/5566
5567,,Bon viure,Equitat de gènere i diversitat sexual,Reforçar la coordinació dels agents que intervenen contra el tràfic de persones amb finalitats de prostitució forçada,"<div>Crear una taula de treball interdepartamental i interadministrativa amb tots els actors centrals (judicatura, fiscalia, cossos de seguretat, entitats socials, immigració, etc.) per revisar i definir el circuit d’actuació de tots els agents i els indicadors de detecció a la ciutat, per millorar el sistema de protecció de les víctimes i per treballar en la protecció dels drets de les dones des de la perspectiva de gènere i dels drets humans.</div>",10,198,15,126,0,https://decidim.barcelona/action_plans/5567
5571,,Bon viure,Cicles de vida ,Procés participatiu sobre l'habitatge durant l'envelliment ,"<div>Procés de participació sobre l'habitatge per a gent més gran de 50 anys per definir els objectius de la política d’habitatge i fer front a l'envelliment progressiu de la població i la necessitat de mantenir-se en l’entorn propi, definir models d'habitatge viables i desitjables a mitjà i llarg termini (habitatges amb serveis, cooperatives d'habitatges, habitatges socials, models de residències, etc.), i definir mesures de canvi per posar en marxa a mitjà termini.</div>",17,512,47,511,0,https://decidim.barcelona/action_plans/5571
5556,,Bon viure,Educació i coneixement ,Reduir la desigualtat educativa en l’accés a l’educació,"<div>Impulsar línies d’ajut econòmic per reduir la desigualtat en l’accés a l’educació, tant pel que fa a l’escolarització obligatòria, com a l’educació en el lleure de base comunitària o l’educació artística.</div>",22,150,33,502,0,https://decidim.barcelona/action_plans/5556
5573,,Bon viure,Cicles de vida ,Implementar el protocol d'actuació davant el maltractament a les persones grans,"<div>Reforçar el protocol d’actuació per a casos de violència i gravetat, d'acord amb el treball fet fins ara en relació amb el bon tracte amb la gent gran. Es realitzarà, també, un seguiment i una avaluació del protocol actual, s'impulsaran accions de sensibilització a la població en general i d'informació per a les persones grans sobre els seus drets i la denúncia, i es treballarà amb els cossos de seguretat i els serveis municipals per detectar casos en l'àmbit domèstic. </div>",5,60,6,219,0,https://decidim.barcelona/action_plans/5573
5572,,Bon viure,Cicles de vida ,Iniciatives per facilitar l'ús del transport públic a les persones grans,"<div>Transport adaptat i accessible en aquells barris i zones amb una xarxa de transports de barri inexistent o poc intensa i que presenten, a més, obstacles per a la mobilitat de les persones grans.</div>",1,23,1,43,0,https://decidim.barcelona/action_plans/5572
5554,,Bon viure,Educació i coneixement ,Incrementar l’oferta pública d’educació,"<div>Incrementar les escoles bressol de titularitat pública, planificar nous equipaments educatius públics d’ensenyament obligatori i postobligatori i augmentar els recursos materials i humans en escoles i instituts.</div>",10,705,31,224,0,https://decidim.barcelona/action_plans/5554
5557,,Bon viure,Educació i coneixement ,Pla integral de gestió pública de les escoles bressol municipals,"<div>Millorar les escoles bressol municipals, en especial les condicions de treball de les educadores i la qualitat de l’atenció als infants que hi participen.</div>",11,322,18,156,0,https://decidim.barcelona/action_plans/5557
5617,,Bon viure,Esports,Millorar l'eficiència energètica i l’accessibilitat de la xarxa d’equipaments esportius municipals,<div>Actuacions per incorporar mesures d’eficiència i estalvi energètic i per assegurar l’accessibilitat de les persones amb diversitat funcional.</div>,4,16,1,68,0,https://decidim.barcelona/action_plans/5617
5561,,Bon viure,Educació i coneixement ,Educació comunitària i treball educatiu en xarxa als barris,<div>Promoure l’educació comunitària i en xarxa sota el guiatge d’educadors compromesos amb la innovació educativa. Afavorir la projecció de les experiències de qualitat educativa dins i fora de la ciutat.</div>,21,161,33,537,0,https://decidim.barcelona/action_plans/5561
5555,,Bon viure,Educació i coneixement ,Pla de millora dels equipaments educatius,<div>Construir nous equipaments educatius públics als districtes que més ho necessiten. Reformar equipaments educatius públics que requereixen actuacions urgents i els que necessiten adaptar-se a les necessitats de persones amb diversitat funcional.</div>,13,187,27,155,0,https://decidim.barcelona/action_plans/5555
5616,,Bon viure,Esports,Tarifació social a les instal·lacions esportives municipals,"<div>Adoptar mesures sobre les tarifes de les instal·lacions esportives municipals. Aquestes mesures consisteixen a crear-ne de noves, fer promocions o ajustar el preu de les que, adreçades a col·lectius o a segments específics de població, permetin afavorir-ne la inscripció com a usuaris regulars.</div>",11,141,14,231,0,https://decidim.barcelona/action_plans/5616
5615,,Bon viure,Esports,Programa de vacances per a joves,"<div>Dissenyar un programa d’activitats de vacances que s’ajusti a les necessitats i els interessos dels joves. Ppotenciar el lleure esportiu i l’ús d’espais i equipaments municipals. Es treballarà amb noves formes organitzatives, d’acord amb les diferents tendències d’activitats i pràctiques esportives que es fan a la ciutat.</div>",2,32,14,0,0,https://decidim.barcelona/action_plans/5615
5618,,Bon viure,Convivència i seguretat,"Nou impuls als consells de prevenció i seguretat, de ciutat i de districtes","<div>Obrir el Consell de Prevenció i Seguretat a les entitats i a la ciutadania, ampliant-ne la representativitat, com a garant de la participació de la comunitat en les polítiques de prevenció i seguretat. Desenvolupar en tots els districtes un model homogeni de consell de seguretat, que, adaptat a les necessitats i particularitats del territori, esdevingui aglutinador de les veus i perspectives ciutadanes i dels operadors que hi treballen.</div>",6,14,9,215,0,https://decidim.barcelona/action_plans/5618
5620,,Bon viure,Convivència i seguretat,Adaptar la Guàrdia Urbana de Barcelona (GUB) a les noves necessitats,"<div>Sota el principi de territorialitat i a través del nou Pla director de la GUB, actualitzar les funcions, l'organització i la dotació en recursos per donar millor resposta a les necessitats que, en matèria de convivència i seguretat, reclamen ser ateses per les comunitats de veïns als barris.</div>",14,163,27,0,0,https://decidim.barcelona/action_plans/5620
5621,,Bon viure,Convivència i seguretat,"Afavorir una mirada plural i transversal de la seguretat i la convivència, enfortint l'acció preventiva a l'espai públic","<div>Una veritable acció interdisciplinària (de l’urbanisme a l’acció social, de la intervenció policial a la visió educativa, etc.) per enfortir l'acció preventiva en matèria de convivència i seguretat a l'espai públic. Treballar amb la ciutadania, amb el conjunt d'operadors i amb el tercer sector per fer possible una construcció col·lectiva del model de convivència i seguretat, compartint coneixement per elaborar en comú la diagnosi i possibilitar la detecció precoç dels conflictes emergents als barris.</div>",32,402,85,218,0,https://decidim.barcelona/action_plans/5621
5590,,Bon viure,Habitatge,"Promoure noves formes de tinença i estudiar solucions habitacionals innovadores, com l'habitatge ""compartit"" i el lloguer públic d'habitacions","<div>L'habitatge en propietat privada resulta inaccessible per a un gruix important de la població. El lloguer privat, per la seva banda, també és car i, alhora, insegur, ja que la durada dels contractes és de tres anys. Per això, es promouran altres règims, com el cohabitatge i la masoveria urbana, i s'estudiaran noves solucions, com l'habitatge compartit entre col·lectius amb necessitats diverses (per exemple, entre gent gran i gent jove) o el lloguer d'habitacions amb garantia de l'Administració.</div>",18,197,31,734,0,https://decidim.barcelona/action_plans/5590
5524,Sant Andreu,Transició ecològica,Verd urbà i biodiversitat ,Convertir els accessos al riu Besòs en un espai verd,"<div>Recuperar part de la llera del riu que encara no està recuperada, com a zona de passeig i esbarjo, d’acord amb l'AMB, mantenint la riquesa de la seva flora i la seva fauna. Potenciar el desenvolupament d'activitats en el seu entorn. </div>",1,43,1,20,0,https://decidim.barcelona/action_plans/5524
5589,,Bon viure,Habitatge,"Impulsar la construcció de 4.000 habitatges, majoritàriament en règim de lloguer assequible","<div>Combinar la promoció pública amb la construcció conjunta amb promotors socials amb ànim de lucre limitat a fi d’aprofitar el sòl municipal disponible i iniciar la construcció de 4.000 habitatges assequibles, que, en gran mesura, s'oferiran en lloguer assequible. Els nous habitatges es destinaran a diferents col·lectius, com joves, famílies monoparentals o gent gran i respectaran les diferents necessitats del cicle vital.</div>",12,143,15,454,0,https://decidim.barcelona/action_plans/5589
5587,,Bon viure,Habitatge,"Impedir l'expulsió del veïnat: denúncia i investigació de l'assetjament immobiliari, aturada de la conversió d'habitatges en pisos turístics i establiment d'àrees de rehabilitació especial","<div>Facilitar la conservació dels centres històrics i evitar-ne l’expulsió del veïnat. És urgent protegir els habitatges habituals contra l’arribada de fons d’inversió que tenen com a objectiu convertir els pisos en apartaments turístics i oficines. Cal protegir els veïns víctimes d'assetjament immobiliari aplicant totes les mesures previstes per la Llei 8/2013 de rehabilitació, regeneració i renovació urbanes.</div>",8,34,2,738,0,https://decidim.barcelona/action_plans/5587
5585,,Bon viure,Habitatge,"Mesures per revertir les situacions d’infrahabitatge, la manca d'habitabilitat i l'accessibilitat","<div>Incorporar partides estables en les convocatòries anuals d’ajuts a la rehabilitació per revertir condicions d’infrahabitatge, com ara humitats, manca d'aïllament tèrmic, etc., i garantir que aquests ajuts estiguin disponibles per a les persones que més els necessiten.</div>",1,27,13,66,0,https://decidim.barcelona/action_plans/5585
5586,,Bon viure,Habitatge,Incloure la rehabilitació en els plans d’ocupació adreçats a persones en atur,"<div>La rehabilitació és un nínxol important d’ocupació fàcilment accessible per a les persones que van treballar en la construcció i que, amb l’esclat de la bombolla, es van quedar sense feina. Des de l'administració es fomentarà la promoció de projectes d'inserció laboral per desenvolupar tasques de manteniment i rehabilitació de les finques públiques.</div>",4,34,3,171,0,https://decidim.barcelona/action_plans/5586
5584,,Bon viure,Habitatge,Intervenir en els habitatges ocupats,"<div>Impulsar un pla d’intervenció en les ocupacions de pisos buits que permeti actuar de manera diferenciada davant les diferents situacions: ocupacions per part de famílies vulnerables, ocupacions que generen molèsties a la comunitat, ocupacions com a resultat d’estafa o ocupacions amb presència de màfies per garantir la bona convivència veïnal.</div>",3,198,20,136,0,https://decidim.barcelona/action_plans/5584
5583,,Bon viure,Habitatge,Prevenir desnonaments de persones vulnerables i garantir el reallotjament digne,"<div>Millorar els acords amb jutjats per conèixer al més aviat possible els desnonaments i poder mitjançar amb la propietat per arribar a una solució justa per a les dues parts. Si no es pot evitar la pèrdua de l'habitatge, assegurar la presència municipal en el moment del desnonament amb l’objectiu de garantir el reallotjament digne i parar una atenció especial en els casos amb presència d'infants i gent gran.</div>",4,66,2,378,0,https://decidim.barcelona/action_plans/5583
5582,,Bon viure,Habitatge,Ampliar els criteris d’accés als pisos que adjudica la Mesa d’emergència,"<div>Modificar el Reglament d’accés a la Mesa d'Emergència per garantir el reallotjament digne de totes les persones que ho necessitin, en funció dels criteris d’exclusió residencial que determina la Llei 24/2015 contra l’emergència habitacional.</div>",3,15,4,178,0,https://decidim.barcelona/action_plans/5582
5581,,Bon viure,Habitatge,Oferir ajuts estables per al pagament del lloguer,"<div>Més del 80 % dels desnonaments de Barcelona estan vinculats a les dificultats per pagar el lloguer. Per això, cal disposar d’ajuts permanents per al pagament del lloguer que s'adaptin a les característiques de la ciutat i de les persones que més els necessiten.  </div>",9,85,7,518,0,https://decidim.barcelona/action_plans/5581
5580,,Bon viure,Habitatge,Inspeccionar el parc d'habitatge municipal i el patrimoni disponible,"<div>Impulsar un pla d’inspecció de la totalitat dels habitatges municipals amb l’objectiu de conèixer l'estat del parc i avaluar el bon ús per part dels usuaris. Estudiar el patrimoni municipal disponible per detectar sòls edificables, immobles desocupats, etc.</div>",5,31,4,302,0,https://decidim.barcelona/action_plans/5580
5518,Sant Andreu,Bon viure,Cultura,Pla director per recuperar el Rec Comtal,<div>Recuperar i senyalitzar diversos trams del Rec Comtal en el marc del que estableix el Pla director per a la recuperació del Rec Comtal. </div>,2,97,5,0,0,https://decidim.barcelona/action_plans/5518
5611,,Bon viure,Cultura,"Cultura Viva: programa de suport a la música, les arts en viu, l’audiovisual, el cinema i el conjunt de pràctiques artístiques contemporànies ","<div>Fomentar la formació musical i la música en viu i al carrer i  promoure el conjunt de pràctiques artístiques als espais culturals públics i privats de la ciutat. Generar espais on els creadors puguin desenvolupar, exhibir i difondre les seves propostes. En l’àmbit de les industries creatives, treballar conjuntament amb àrees de promoció econòmica i noves formes d’economia per desplegar tot el seu potencial, vetllant per la seva capacitat creativa i d’experimentació, i impulsar programes a llarg termini per al conjunt de sectors.  </div><div><br></div>",7,635,54,125,0,https://decidim.barcelona/action_plans/5611
6428,Sant Martí,Bon viure,Esports,Encarregar el projecte d'ampliació i trasllat del CEM Can Felipa ,"<div>Fer el projecte de nova piscina i centre poliesportiu municipal del Poblenou al solar de Sancho de Ávila amb Llacuna, que ha de substituir les instal·lacions de Can Felipa per alliberar per al centre cívic l'espai que ocupa ara. Dotar el barri de Poblenou de l'equipament esportiu que es mereix i que ara és clarament insuficient. Adaptar el projecte de nou CEM al projecte de nou institut de secundària que ha de compartir espai.</div><div><br></div>",3,198,25,42,0,https://decidim.barcelona/action_plans/6428
5603,,Bon viure,"Migració, interculturalitat i discriminació zero",Pla d’interculturalitat,"<div>Revisar i actualitzar el primer Pla d’interculturalitat, amb la participació de persones, entitats i dels diferents districtes i àrees de l’Ajuntament. Establir prioritats: visibilització i posada en valor de la diversitat cultural, religiosa i lingüística, especialment en l'àmbit educatiu, l'econòmic i en els mitjans de comunicació; transversalització de la perspectiva intercultural a totes les àrees de l'Ajuntament a través de campanyes i plans de formació interns; potenciació del treball en diversitat i interculturalitat en l'àmbit de barri i comunitari; foment de la participació diversa, especialment en els espais de presa de decisió, i coordinació amb el Pla de defensa i garantia dels drets humans.</div>",31,138,26,1269,0,https://decidim.barcelona/action_plans/5603
5568,,Bon viure,Equitat de gènere i diversitat sexual,Pla per la justícia de gènere,"<div>Pla per combatre les desigualtats de gènere, apoderar les dones de Barcelona i transformar la ciutat des d’una perspectiva feminista. Es farà de manera coordinada i transversal amb totes les àrees i els districtes. El pla treballarà pel canvi institucional (pressupostos amb perspectiva de gènere, avaluacions, formació, comunicació en gènere, clàusules de gènere en contractació, plans d'igualtat de recursos humans, etc.); per una nova organització dels temps i del model socioeconòmic, incloent el valor de tots els treballs i la lluita contra la feminització de la pobresa; pels drets (participació política, drets sexuals i reproductius, dret a l'habitatge, a una vida lliure de violències, a la coeducació, la cultura i la memòria col·lectiva de les dones, etc.), i per construir barris inclusius i habitables, amb un urbanisme, unes polítiques de mobilitat, ecològiques i de seguretat amb perspectiva de gènere.</div>",43,269,60,1274,0,https://decidim.barcelona/action_plans/5568
6169,Eixample,Economia plural,Turisme sostenible,Reprendre el debat sobre l’ampliació del Temple de la Sagrada Família,"<div>Reiniciar el procés participatiu entre les parts implicades en la reordenació dels entorns del Temple. Incorporant-hi la valoració i possible modificació del PGM de l'any 1976, tenint en compte que, si es produeixen reatllotjaments, han de ser en el mateix entorn i finançats a càrrec del Temple.</div>",2,9,0,52,0,https://decidim.barcelona/action_plans/6169
5631,,Economia plural,"Economia cooperativa, social i solidària",Formació i acompanyament per avançar cap a una nova pràctica socioeconòmica,"<div>Incorporar i executar programes, recursos, metodologies i continguts que facin possible una nova cultura socioeconòmica i noves pràctiques socioempresarials en el conjunt d'actuacions de Barcelona Activa (ocupació, empresa, emprenedoria, innovació, formació...) i actuant amb visió de territori.</div>",46,304,61,1002,0,https://decidim.barcelona/action_plans/5631
6480,Les Corts,Bon viure,Convivència i seguretat,Implantació de la perspectiva  de gènere al projecte urbà,"<div>Implantació de la perspectiva  de gènere al projecte urbà, com per exemple: el treball amb la il·luminació, disseny de la vegetació, la sectorització, paral·lelització, etc.  </div>",1,3,0,45,0,https://decidim.barcelona/action_plans/6480
5734,Nou Barris,Bon viure,Educació i coneixement ,Pla per garantir l’accés a material escolar i les sortides als infants de primària,<div>Executar un pla per cobrir les necessitats bàsiques als infants i adolescents el nucli familiar dels quals no pugui garantir per problemes d’insuficiència econòmica.</div>,4,82,2,59,0,https://decidim.barcelona/action_plans/5734
5749,Nou Barris,Bon viure,Habitatge,Programa de detecció i mobilització d'habitatges buits,"<div>Posar tots els recursos tècnics i legals per poder mobilitzar habitatges que ara mateix resten buits al districte a través de la negociació amb els grans propietaris, el dret de tempteig i retracte o sancions coercitives als grans tenidors.</div>",3,71,4,52,0,https://decidim.barcelona/action_plans/5749
5727,Nou Barris,Bon viure,Justícia social,Pla per la cohesió i els drets socials a Nou Barris,"<div>Elaborar un document marc, consensuat amb les entitats del territori en unes jornades de treball, per pal·liar de manera global els problemes derivats dels processos de vulnerabilitat social en què es troben persones del territori.</div>",9,631,9,60,0,https://decidim.barcelona/action_plans/5727
5746,Nou Barris,Bon viure,Habitatge,Protocol per la detecció de casos i processos de mediació,"Crear un protocol a partir d’un equip interdisciplinari format per professionals d’habitatge, serveis socials i ocupació, per detectar els casos d’emergència habitacional i poder donar resposta preventiva abans d’executar un possible desnonament.",2,16,2,12,0,https://decidim.barcelona/action_plans/5746
5661,,Transició ecològica,Urbanisme per als barris,Plans d'usos als barris,"<div>Impulsar plans d’usos als barris com a eines per garantir el dret a l’habitatge, a un medi ambient saludable, al descans i la diversificació social, econòmica i comercial dels barris.</div>",4,36,2,0,0,https://decidim.barcelona/action_plans/5661
5676,,Transició ecològica,Urbanisme per als barris,Impulsar la Sagrera i el parc lineal,<div>Acordar amb l’Estat espanyol la reactivació de les obres i la garantia del finançament públic.  Treballar amb els veïns i veïnes alguns projectes d’urbanització de l’entorn i impulsar el planejament i les urbanitzacions de competència municipal.</div>,2,26,1,15,0,https://decidim.barcelona/action_plans/5676
5671,,Transició ecològica,Urbanisme per als barris,Impulsar la Marina,"<div>Executar urbanísticament el sector 8, on la propietat és majoritàriament de l’Ajuntament i on es genera una superfície important de sostre edificable destinat a habitatge de protecció oficial, així com el sector 14. Tots dos sectors són prioritaris per al desenvolupament urbanístic del barri.</div>",2,16,3,22,0,https://decidim.barcelona/action_plans/5671
5665,,Transició ecològica,Urbanisme per als barris,Dur a terme el desenvolupament de la Colònia Castells,"<div>Urbanitzar vials i zones verdes parcials en l’àmbit de la Colònia Castells, que està essent objecte d’una actuació de substitució dels antics habitatges de la colònia, de la qual ja s'han executat dues fases.</div>",1,5,0,0,0,https://decidim.barcelona/action_plans/5665
5662,,Transició ecològica,Urbanisme per als barris,Pla BUITS: donar un ús ciutadà als solars buits,"<div>Enfortir el programa Pla BUITS, en el qual entitats públiques o privades sense ànim de lucre poden proposar un ús o activitat d'interès i una gestió temporal en solars de propietat municipal que actualment es troben en desús.</div>",2,68,3,55,0,https://decidim.barcelona/action_plans/5662
5663,,Transició ecològica,Urbanisme per als barris,Impulsar les superilles,"<div>Crear noves superilles en diversos àmbits de la ciutat amb l’objectiu de repensar i redefinir l’espai públic per a la vida quotidiana, amb més espais de gaudi per a infants i gent gran, una mobilitat més sostenible, amb els veïns com a protagonistes, i com una oportunitat per fomentar el verd i la biodiversitat.</div>",5,35,5,75,0,https://decidim.barcelona/action_plans/5663
5670,,Transició ecològica,Urbanisme per als barris,Impulsar un pla integral de l’eix Besòs,"<div>Impulsar el Pla Besós com a estratègia integral d’intervenció al territori des d’un enfocament metropolità des de les perspectives socials, econòmiques, urbanístiques i ambientals, amb l’objectiu de millorar les connexions entre barris, l’accessibilitat, la biodiversitat al riu Besòs, i impulsar la mobilitat sostenible.</div>",4,63,3,97,0,https://decidim.barcelona/action_plans/5670
5659,,Transició ecològica,Urbanisme per als barris,Promoure l'ús temporal de l'espai públic,<div>Promoure l’ús flexible de l’espai públic amb usos temporals i mobiliari urbà provisional.</div>,4,45,1,10,0,https://decidim.barcelona/action_plans/5659
5668,,Transició ecològica,Urbanisme per als barris,Impulsar les Casernes de Sant Andreu,<div>Desenvolupar l’espai que actualment ocupen les Casernes de Sant Andreu. Promoure l'habitatge social i la urbanització dels vials i les zones verdes previstes.</div>,1,15,2,0,0,https://decidim.barcelona/action_plans/5668
5666,,Transició ecològica,Urbanisme per als barris,Transformar l’avinguda Meridiana,"<div>Iniciar la gran transformació de l’avinguda Meridiana per convertir-la en una via més humana i pacificada. Incorporar la natura en tot els recorregut i millorar-ne la conexió amb l'entorn urbà més immediat. Pacificar el transit, regulant els semàfors per afavorir els creuaments dels vianants i reduint la velocitat dels vehicles, per reduir, també, el soroll del carrer. Millorar la il·luminació de tota l'avinguda, prioritzant les voreres i els espais d'estada dels veïns.  Realitzar un procés participatiu per consensuar les actuacions futures amb els agents de l'entorn. Redactar, licitar i contractar els projectes executius. Està previst iniciar les obres el 2018 i concloure el mandat amb un tram acabat.</div>",9,279,34,315,0,https://decidim.barcelona/action_plans/5666
5677,,Transició ecològica,Urbanisme per als barris,Transformar la ronda de Dalt,"<div>Iniciar actuacions a la ronda de Dalt per millorar les condicions de vida dels veïns que viuen als barris que travessa. Continuar el treball dins la comissió de seguiment per avançar en la definició de les propostes i estudis del seu impacte social, mediambiental i econòmic. Plantejament de terminis de realització dels projectes.</div>",9,1852,130,28,0,https://decidim.barcelona/action_plans/5677
5669,,Transició ecològica,Urbanisme per als barris,Transformar Pere IV,"<div>Iniciar la reforma del carrer com a eix cívic, tot reforçant l'articulació entre espai públic, equipaments i peces patrimonials. Potenciar la morfologia singular del carrer, promoure una revitalització econòmica sostinguda, que permeti consolidar les activitats econòmiques, tant de petit format com de nous projectes d'escala més gran.</div>",1,10,0,0,0,https://decidim.barcelona/action_plans/5669
5750,Nou Barris,Bon viure,Sanitat i salut,"Ampliar el Pla de salut als barris de Can Peguera, el Turó de la Peira i Verdum",Ampliar aquest pla que busca millorar els índexs de salut als barris que estan per sota de la mitjana de Barcelona per motius socioeconòmics.,6,32,8,90,0,https://decidim.barcelona/action_plans/5750
6400,Sarrià - Sant Gervasi,Transició ecològica,Urbanisme per als barris,Creació d’un nou espai de jocs infantils adaptats i aptes per a persones amb diversitat funcional als Jardins de Winston Churchill,<div>Creació d’un nou espai de jocs infantils adaptats i aptes per a persones amb diversitat funcional als Jardins de Winston Churchill</div>,0,0,0,0,0,https://decidim.barcelona/action_plans/6400
5675,,Transició ecològica,Urbanisme per als barris,Transformar la plaça de les Glòries Catalanes,"<div>Executar el Compromís de Glòries i continuar-ne la transformació, donant un clar impuls a les actuacions que milloren la vida de l’entorn. Fer gestions per accelerar la construcció d’equipaments de proximitat i habitatge social, urbanitzar provisionalment els espais guanyats al cotxe i concretar el futur parc.</div>",6,57,7,27,0,https://decidim.barcelona/action_plans/5675
5681,,Transició ecològica,Energia i canvi climàtic,Compromís de Barcelona pel clima,<div>Reduir un 40 % d’emissions de gasos amb efecte d'hivernacle l’any 2030 i incrementar un metre quadrat de verd per habitant. Definir un full de ruta amb projectes concrets per desenvolupar en dos anys (2016-17).</div>,3,276,7,49,0,https://decidim.barcelona/action_plans/5681
5673,,Transició ecològica,Urbanisme per als barris,Integrar els barris de muntanya,"<div>Concretar la integració i les condicions urbanístiques dels barris de muntanya que confronten amb el Parc Natural de Collserola, i adequar i obrir el passeig de les Aigües, en consonància amb el desenvolupament del Pla especial de protecció del medi natural.</div>",3,97,4,120,0,https://decidim.barcelona/action_plans/5673
5598,,Bon viure,Sanitat i salut,Pla de salut comunitària,"<div>Per fer més efectiu l’interès pels programes i les activitats de prevenció i promoció de la salut en l'àmbit comunitari de diferents actors com els plans comunitaris, la salut pública, l'atenció primària i les entitats socials, es definirà un pla i es treballarà per afavorir la coordinació, el treball en xarxa i la planificació conjunta, recollir i avaluar experiències per definir bones pràctiques i prioritzar les intervencions i accions comunitàries basades en l’evidència, sostenibles i avaluables.</div>",40,62,64,1306,0,https://decidim.barcelona/action_plans/5598
5597,,Bon viure,Sanitat i salut,Reduir el nombre de persones que no poden accedir a fàrmacs i prestacions sanitàries necessàries,"<div>Subscriure convenis amb entitats del tercer sector que facilitin la cobertura del copagament de fàrmacs i prestacions prescrites en el sistema sanitari públic a persones amb dificultats econòmiques. Fer un recull dels recursos existents d'accés gratuït a odontologia, ulleres, ajuts tècnics, etc., i facilitar la derivació de les persones necessitades des dels serveis sanitaris i socials cap a aquests recursos. Instar l'Estat i la Generalitat a millorar la progressivitat i avançar cap a la supressió del copagament.</div>",9,165,5,154,0,https://decidim.barcelona/action_plans/5597
