ID de cita,Títol,Descripció,Data,Adreça,Districte,Categoria,Subcategoria,Assistents,Propostes,Intervencions,URL
4,Consells de barri del Gòtic ,"Treball de les propostes del Pla Municipal en el marc dels consell de barri.
",09/02/2016,"Carrer del Regomir, 3, 08002 Barcelona, Barcelona, Spain",Ciutat Vella,Bon govern,Participació ciutadana,79,25,30,https://decidim.barcelona/meetings/consells-de-barri-del-gotic
7,Consells de barri del Raval,"Treball de les propostes del Pla Municipal en el marc dels Consell de barri del Raval.
",11/02/2016,"Carrer de la Reina Amàlia, 31, 08001 Barcelona, Barcelona, Spain",Ciutat Vella,Bon govern,Participació ciutadana,99,13,99,https://decidim.barcelona/meetings/consells-de-barri-del-raval
40,Consell Salut de Districte d'Horta-Guinardó,Debatre i recollir les aportacions relatives a les línies d'actuació de salut al PAM-PAD 2016-2019,17/02/2016,"Ronda del Guinardó, 113-141, Barcelona, Espanya",Horta - Guinardó,Bon viure,Sanitat i salut,40,38,26,https://decidim.barcelona/meetings/consell-salut-de-districte-d-horta-guinardo
29,Diversitat funcional i autonomia personal	,Detecció de necessitats i recollida de propostes d'actuació per tal de poder dissenyar un programa d'activitats multidisciplinar adreçat a les persones amb diversitat funcional que ajudin a garantir la seva autonomia personal ,02/03/2016,"Carrer del Segre, 24, Barcelona, Espanya",Sant Andreu,Bon viure,Autonomia personal ,24,22,11,https://decidim.barcelona/meetings/diversitat-funcional-i-autonomia-personal
306,Comerç viu,"Proximitat, innovació i diversitat comercial.",07/03/2016,"La Rambla, 99, Barcelona, Espanya",Ciutat Vella,Economia plural,Desenvolupament i economia de proximitat,28,20,10,https://decidim.barcelona/meetings/comerc-viu
435,El consum conscient i transformador: El pla d'impuls del consum responsable.,,23/03/2016,"Gran Via de Les Corts Catalanes, 491, 08015 Barcelona, Barcelona, Espanya",Ciutat Vella,Economia plural,Desenvolupament i economia de proximitat,31,40,93,https://decidim.barcelona/meetings/el-consum-conscient-i-transformador-el-pla-d-impuls-del-consum-responsable
173,Innovació social en l'àmbit de la cultura	,Procés participatiu amb els treballadors i treballadores de cultura en el marc del Pla de Cultures ,17/03/2016,"Les Rambles, 99, Barcelona, Espanya",,Bon viure,Cultura,13,7,,https://decidim.barcelona/meetings/innovacio-social-en-l-ambit-de-la-cultura
92,Pensar l'espai públic amb perspectiva de gènere,Mapeig amb perspectiva de gènere de l'espai públic dels barris amb la voluntat de trobar les principals deficiències. Propostes de millora ,18/03/2016,"Plaça d'Orfila, 1, 08030 Barcelona, Barcelona, Espanya",Sant Andreu,Bon viure,Cicles de vida ,1,0,0,https://decidim.barcelona/meetings/pensar-l-espai-public-amb-perspectiva-de-genere
161,"Temps i persones, pactem la ciutat","L'organització del temps de treball i la reorganització horària, per a fer compatibles els usos socials dels  temps de les persones: personals, laboral, de cura, social i de participació  ",10/03/2016,"Centre Cívic Pati Llimona. Carrer del Regomir, 3, Barcelona, Espanya",,Economia plural,"Economia cooperativa, social i solidària",24,40,120,https://decidim.barcelona/meetings/l-organitzacio-del-temps-de-treball
114,Pacificació de la Meridiana,Ampliar i actualitzar estudi que es va fer en el seu moment sobre aforament i percepció de l'Avinguda Meridiana,06/04/2016,"Plaça dels Jardins d'Elx, 08027 Barcelona, Barcelona, Espanya",Sant Andreu,Transició ecològica,Mobilitat sostenible,36,18,36,https://decidim.barcelona/meetings/pacificacio-de-la-meridiana-dbe1a29d-48ae-444a-9074-9a5af971b77f
51,Grup de Treball del Consell Municipal de Benestar Social: Acció Comunitària,Validar i recollir les aportacions relatives a acció comunitària al PAM 2016-2019. Reunió de les entitats que són membres del grup de treball d'Acció Comunitària del  Consell Municipal de Benestar Social.,17/02/2016,"Carrer de València, 344, Barcelona, Espanya",,Bon viure,Justícia social,31,9,31,https://decidim.barcelona/meetings/grup-de-treball-del-consell-municipal-de-benestar-social-accio-comunitaria
6,Consells de barri del Casc Antic,"Treball de les propostes del Pla Municipal en el marc dels consell de barri.
",10/02/2016,"Carrer del Comerç, 36, 08003 Barcelona, Barcelona, Spain",Ciutat Vella,Transició ecològica,Energia i canvi climàtic,40,14,50,https://decidim.barcelona/meetings/consells-de-barri-del-casc-antic
42,Consell Salut de Districte de Ciutat Vella,Debatre i recollir les aportacions relatives a les línies d'actuació de salut al PAM-PAD 2016-2019,18/02/2016,"Plaça del Bonsuccés, 3, 08001 Barcelona, Barcelona, Espanya",Ciutat Vella,Bon viure,Sanitat i salut,20,42,43,https://decidim.barcelona/meetings/consell-salut-de-districte-de-ciutat-vella
48,Grup de Treball Consell Municipal de Benestar Social: Igualtat Oportunitats en la Infància,Debatre i recollir les aportacions relatives a les línies d'actuació per la infància al PAM 2016-2019. Reunió de les entitats d'aquest grup de treball del Consell de Benestar Social.,01/03/2016,"Carrer de València, 344, Barcelona, Espanya",,Bon viure,Justícia social,23,13,58,https://decidim.barcelona/meetings/grup-de-treball-consell-municipal-de-benestar-social-igualtat-oportunitats-en-la-infancia
556,Emergència habitacional a la Marina,,01/03/2016,"Passeig de la Zona Franca, 116, 08038 Barcelona, Barcelona, España",Sants Montjuïc,Bon viure,Habitatge,28,12,60,https://decidim.barcelona/meetings/emergencia-habitacional-a-la-marina
24,Gestió cívica a Sant Martí	,Debat sobre la posada en marxa de la nova normativa de gestió cívica dels casals de barri del districte,03/03/2016,"Plaça de Valentí Almirall, 1, Barcelona, Espanya",Sant Martí,Bon govern,Acció comunitària,13,15,41,https://decidim.barcelona/meetings/gestio-civica-i-casals-de-barri-a-sant-marti
512,Sessió de treball del PAM amb tècnics i tècniques municipals. Cicles de vida,La sessió  tenia per finalitat contrastar i enriquir la proposta inicial del PAM en l’àmbit dels Cicles de vida.,10/03/2016,"Carrer de València, 344, Barcelona, Espanya",,Bon viure,Cicles de vida ,23,18,26,https://decidim.barcelona/meetings/sessio-de-treball-del-pam-amb-tecnics-i-tecniques-municipals-cicles-de-vida
373,Ateneu de Fabricació,Acordar el programa funcional i elaborar criteris per l'especificitat de l'activitat a dur a terme.,17/03/2016,"Carrer de Siracusa, 53, Barcelona, Espanya",Gràcia,Economia plural,"Economia cooperativa, social i solidària",15,2,30,https://decidim.barcelona/meetings/ateneu-de-fabricacio-48e5c49b-f40f-407b-9074-a169f151711f
559,Consulta veinal Ciutat Meridiana,Proposta dels veins treballada des de la Taula d'Entitats de Ciutat Meridiana i l'Associació de veins de Ciutat Meridiana,20/02/2016,"08033, Carrer de Vallcivera, 14, 08033 Barcelona, Barcelona, Espanya",Nou Barris,Bon viure,Convivència i seguretat,1030,13,1030,https://decidim.barcelona/meetings/consulta-veinal-ciutat-meridiana
376,Cooperant fem les altres economies a Horta Guinardó,,04/04/2016,"Carrer de Pedrell, 67, 08032 Barcelona, Barcelona, Espanya",Horta - Guinardó,Economia plural,"Economia cooperativa, social i solidària",35,4,1,https://decidim.barcelona/meetings/cap-a-una-nova-economia
536,Consell de les Dones de Sant Martí ,,01/02/2016,"Carrer del Joncar, 35, 08005 Barcelona, Espanya",Sant Martí,Bon viure,Equitat de gènere i diversitat sexual,15,37,50,https://decidim.barcelona/meetings/consell-de-les-dones-de-sant-marti
511,Propostes de millora Horta Guinardó punts mòbils.,"Recollirem propostes de millora pel districte d'Horta Guinardó, per la zona del Carmel.",06/04/2016,carrer Dante Alighieri,Horta - Guinardó,Bon govern,Participació ciutadana,7,4,4,https://decidim.barcelona/meetings/propostes-de-millora-horta-guinardo-punts-mobils
168,Ocupació i empresa en el sector turístic	,"Grup de treball sobre els reptes del mercat de treball, les condicions laborals i les organitzacions empresarials del sector turístic per tal d'incidir en les possibilitats d'acció municipal al respecte.

Grup tancat.",31/03/2016,"Barcelona Activa S A, Carrer de Roc Boronat, Barcelona, Espanya",Sant Martí,Economia plural,Turisme sostenible,21,4,25,https://decidim.barcelona/meetings/ocupacio-i-empresa-en-el-sector-turistic
502,Consell Escolar del Districte Ciutat Vella,,30/03/2016,"Ciutat Vella, Barcelona, Barcelona, Espanya",Ciutat Vella,Bon viure,Educació i coneixement ,28,6,25,https://decidim.barcelona/meetings/consell-escolar-del-districte-ciutat-vella
313,"La Rambla de Barcelona, rambla ciutadana","- 11 h - 14 h: Tallers infantils a la Rambla de Santa Mònica
- 12 a 14 h: Debat ""Les identitats de la Rambla"". Lloc: Foyer, Gran Teatre del Liceu
- 14 a 16h: Paella Popular a la plaça Reial
- 16:30 a 18h: Debat ""La Rambla de Barcelona, rambla ciutadana"". Lloc: Ateu Barcelonès",09/04/2016,"Rambla de Santa Mònica, 08002 Barcelona, Barcelona, Spain",Ciutat Vella,Transició ecològica,Urbanisme per als barris,195,39,120,https://decidim.barcelona/meetings/la-rambla-de-barcelona-rambla-ciutadana
49,Grup de Treball del Consell Municipal de Benestar Social: Salut i Drogodependències,Debatre i recollir les aportacions relatives a les línies d'actuació de salut i drogodependències al PAM 2016-2019. Reunió de les entitats membres d'aquest grup de treball del Consell Municipal de Benestar Social.,28/01/2016,"Carrer de València, 344, Barcelona, Espanya",,Bon viure,Sanitat i salut,15,18,27,https://decidim.barcelona/meetings/grup-de-treball-del-consell-municipal-de-benestar-social-salut-i-drogodependencies
55,Assentaments migrants,"Intervenció amb les entitats per tal que donin suport a la població migrada. (subsahariana, romanesos,...). Fer un seguiment a la situació dels assentaments de persones vulnerables del districte i tractar de trobar solucions definitives.",06/04/2016,"Carrer de Cristóbal de Moura, 65, 08019 Barcelona, Barcelona, Espanya",Sant Martí,Bon viure,"Migració, interculturalitat i discriminació zero",20,20,38,https://decidim.barcelona/meetings/assentaments-migrants
485,IES Montjuïc – La Marina: Verd Urbà i Biodiversitat,"En aquest debat han participat 37 estudiants de 4rt d'ESO de l'IES Montjuïc, 14 nois i 23 noies. Aquests han estat discutint diverses propostes per millorar el medi ambient del seu barri i de la seva ciutat, concretament el verd urbà i la biodiversitat.",31/03/2016,"Carrer del Cisell, 19, 08038 Barcelona, Barcelona, España",Sants Montjuïc,Transició ecològica,Verd urbà i biodiversitat ,37,9,,https://decidim.barcelona/meetings/ies-montjuic-la-marina-verd-urba-i-biodiversitat
297,Necessitats i propostes d'habitatge al districte ,,08/03/2016,"Av. del Jordà, 27, 08035 Barcelona, Barcelona, Espanya",Horta - Guinardó,Bon viure,Habitatge,24,17,50,https://decidim.barcelona/meetings/habitatge
3,Consells de barri de la Barceloneta,"Treball de les propostes del Pla Municipal en el marc dels consell de barri.
",03/02/2016,"Carrer de la Conreria, 9, 08003 Barcelona, Barcelona, Spain",Ciutat Vella,Bon govern,Participació ciutadana,88,12,,https://decidim.barcelona/meetings/consells-de-barri-de-la-barceloneta
10,El Pla Municipal i l'Esport,"Principals propostes d'sports al Pla Municipal
",06/02/2016,"Plaça de les Glòries Catalanes, 37, 08018 Barcelona, Barcelona, Spain",,Bon viure,Esports,252,0,600,https://decidim.barcelona/meetings/el-pla-municipal-i-l-esport
62,"Oci nocturn responsable, en el Consell de Barri del Parc i de la Vila Olímpica","Jornada per tractar les problemàtiques que es donen en l'oci nocturn al Districte de Sant Martí (Triangle Lúdic, Port Olímpic, etc.)",25/02/2016,"Carrer de Pamplona, 88, 08018 Barcelona, Barcelona, Espanya",Sant Martí,Bon viure,Convivència i seguretat,85,15,,https://decidim.barcelona/meetings/oci-nocturn-responsable
75,Gestió comunitària d'equipaments,Foment de la gestió cívica dels equipaments amb l’establiment d’accions d’acompanyament per tal d’enfortir el teixit associatiu.,19/03/2016,"Carrer de Sant Adrià, 20, 08030 Barcelona, Barcelona, Espanya",Sant Andreu,Bon govern,Acció comunitària,11,11,11,https://decidim.barcelona/meetings/gestio-comunitaria-d-equipaments
12,El Pla Municipal i Educació	,Presentació del Pla Municipal d'Educació als i les membres dels Consells Escolars Municipals de Districte i del Consell Escolar Municipal de Barcelona ,03/02/2016,"Biblioteca Jaume Fuster, Plaça de Lesseps, Barcelona, Espanya",,Bon viure,Educació i coneixement ,103,9,11,https://decidim.barcelona/meetings/el-pla-municipal-i-educacio
13,Mobilitat turística,"Propostes i debat entorn la mobilitat turística en el marc del Pla Estratègic de Turisme i el Pla de Mobilitat Turística en el grup de treball de Mobilitat i turisme del Pacte per la Mobilitat. 
  
",09/02/2016,"Diagonal, 240, Barcelona, Espanya",,Economia plural,Turisme sostenible,51,4,15,https://decidim.barcelona/meetings/mobilitat-turistica
15,Turisme i usos de l'espai públic	,"Impacte del turisme en el veïnat (ocupació, pisos turístics, hotels, terrasses, fires artesanals, etc.)",11/02/2016,"Carrer de Pallars, 277, Barcelona, Espanya",Sant Martí,Economia plural,Turisme sostenible,56,20,112,https://decidim.barcelona/meetings/turisme-i-usos-de-l-espai-urba-i-public
16,Com abordem la salut als barris: El  Pla Municipal de Sarrià-Sant Gervasi,"Debats en el marc del Consell de Salut  sobre salut comunitària, informació i comunicació. ",02/02/2016,"Carrer del Marquès de Santa Ana, 4, Barcelona, Espanya",Sarrià - Sant Gervasi,Bon viure,Sanitat i salut,,0,,https://decidim.barcelona/meetings/com-abordem-la-salut-als-barris-el-pla-municipal-de-salut-a-horta-guinardo
17,Consell sectorial de la Gent Gran	,Validar i recollir les aportacions relatives a les línies d'actuació a realitzar durant el període 2016-2019 relatives l'envelliment digne i actiu.,17/02/2016,"Plaça de la Vila de Gràcia, 2, 08012 Barcelona, Barcelona, Espanya",Gràcia,Bon viure,Autonomia personal ,24,9,12,https://decidim.barcelona/meetings/consell-sectorial-de-la-gent-gran
18,Consell sectorial de Dones,Validar i recollir les aportacions relatives a les línies d'actuació a realitzar durant el període 2016-2019 sobre l'equitat de gènere.,03/02/2016,"Plaça de la Vila de Gràcia, 2, Barcelona, Espanya",Gràcia,Bon viure,Equitat de gènere i diversitat sexual,23,1,,https://decidim.barcelona/meetings/consell-sectorial-de-dones
19,"Convivència i intercultural, en el Consell de Barri del Besòs i el Maresme	",Fomentar el diàleg intercultural entre totes les persones de diferents orígens i religions.,22/02/2016,"Rambla de Prim, 87, 08019 Barcelona, Barcelona, Espanya",Sant Martí,Bon viure,"Migració, interculturalitat i discriminació zero",100,20,200,https://decidim.barcelona/meetings/convivencia-i-intercultural-a-barri-besos-maresme
22,"Pla Buits i Horts Urbans a l'eix Pere IV, en el Consell de Barri de Poblenou i Provençals","Una altra forma de fer economia, desenvolupament socioeconòmic local, béns comuns i qualitat de vida als barris de Poblenou i Provençals de Poblenou",07/03/2016,"Carrer del Marroc, 51, Barcelona, Espanya",Sant Martí,Economia plural,Desenvolupament i economia de proximitat,45,24,44,https://decidim.barcelona/meetings/pla-buits-i-horts-urbans-a-l-eix-pere-iv
23,"Pacificació de la Meridiana (i entorns), en el Consell de Barri de Clot i Camp de l'Arpa","Espai públic, espai de tothom. Propostes per pacificació de la Meridiana i adequació i/o peatonalització de zones del voltant (Trinxant-Meridiana, Can Robacols, Verneda-Sant Joan de Malta-Concili Trento).",24/02/2016,"Plaça de Valentí Almirall, Barcelona, Espanya",Sant Martí,Transició ecològica,Urbanisme per als barris,,0,,https://decidim.barcelona/meetings/pacificacio-de-la-meridiana-i-entorns-espai-public-espai-de-totes
26,"Memòria històrica, identitat de barri, en el Consell de Barri de Diagonal Mar i Front Marítim","Identitat i memòria dels barris, moviments obrers, patrimoni industrial, reivindicacions de drets socials, etc.",10/03/2016,"Carrer dels Pellaires, 30, 08019 Barcelona, Barcelona, Espanya",Sant Martí,Bon viure,Cultura,56,26,92,https://decidim.barcelona/meetings/memoria-historica-identitat-de-barri
27,Cultura popular i espais de creació	,Jornada sobre cultura popular i tradicional i espais de creació al Distrcite de Sant Martí,05/04/2016,"Carrer del Joncar, 35, 08005 Barcelona, Barcelona, Espanya",Sant Martí,Bon viure,Cultura,13,7,19,https://decidim.barcelona/meetings/cultura-popular-i-espais-de-creacio
28,Els espais i òrgans de la participació al districte,Repensar el funcionament dels Consells de Barri i Sectorials i la seva normativa. ,04/04/2016,"Plaça de Valentí Almirall, 1, 08018 Barcelona, Barcelona, Espanya",Sant Martí,Bon govern,Participació ciutadana,25,14,48,https://decidim.barcelona/meetings/els-espais-i-organs-de-de-participacio-al-districte
63,Salut pública: qualitat de l'aire i al·lèrgies,"Arbrat, al·lèrgies i qualitat de l'aire",16/02/2016,"Plaça Angeleta Ferrer 2, 08020 Barcelona, Barcelona, Espanya",Sant Martí,Transició ecològica,Medi ambient i espai públic,22,19,44,https://decidim.barcelona/meetings/salut-publica-i-qualitat-ambiental
34,Envelliment actiu,"Model d'espai de gent gran, model de gestió, superem els límits físics de l'espai.",09/02/2016,"Carrer de Mallorca, 425, Barcelona, Espanya",Eixample,Bon viure,Autonomia personal ,50,4,50,https://decidim.barcelona/meetings/envelliment-actiu
35,Envelliment actiu,"Model d'espai de gent gran, model de gestió, superem els límits físics de l'espai.",11/02/2016,"Plaça Fort Pienc, 4, 08013 Barcelona, Barcelona, Espanya",Eixample,Bon viure,Cicles de vida ,30,5,28,https://decidim.barcelona/meetings/envelliment-actiu-84c0a42c-a24a-46b1-a593-10937d03e234
36,Envelliment actiu,"Model d'espai de gent gran, model de gestió, superem els límits físics de l'espai.",15/02/2016,"Carrer del Comte Borrell, 44, 08015 Barcelona, Barcelona, Espanya",Eixample,Bon viure,Autonomia personal ,25,6,25,https://decidim.barcelona/meetings/envelliment-actiu-0ecbc3b7-0fdc-4fff-a411-88427ed00fbc
39,Consell Salut de Districte de Sants-Montjuïc,Debatre i recollir les aportacions relatives a les línies d'actuació de salut al PAM-PAD 2016-2019,15/02/2016,"Carrer Creu Coberta, 104, 08014 Barcelona, Barcelona, Espanya",Sants Montjuïc,Bon viure,Sanitat i salut,20,33,36,https://decidim.barcelona/meetings/consell-salut-de-districte-de-sants-montjuic
41,Consell Salut de Districte de l'Eixample,Debatre i recollir les aportacions relatives a les línies d'actuació de salut al PAM-PAD 2016-2019,17/02/2016,"Carrer d'Aragó, 311, 08009 Barcelona, Barcelona, Espanya",Eixample,Bon viure,Sanitat i salut,46,20,59,https://decidim.barcelona/meetings/consell-salut-de-districte-de-l-eixample
64,Diagnosi del districte de Sant Martí en el Pla d'Habitatge de Barcelona,Habitatge: necessitat i problemàtica,18/02/2016,"Carrer de Pere Vergés, 1, 08020 Barcelona, Barcelona, Espanya",Sant Martí,Bon viure,Habitatge,20,23,60,https://decidim.barcelona/meetings/necessitats-d-habitatge-a-sant-marti
43,Consell Salut de Districte de Gràcia,Debatre i recollir les aportacions relatives a les línies d'actuació de salut al PAM-PAD 2016-2019,18/02/2016,"Plaça de la Vila de Gràcia, 2, 08012 Barcelona, Espanya",Gràcia,Bon viure,Sanitat i salut,30,22,22,https://decidim.barcelona/meetings/consell-salut-de-districte-de-gracia
44,Consell Salut de Districte de Sant Martí,Debatre i recollir les aportacions relatives a les línies d'actuació de salut al PAM-PAD 2016-2019,19/02/2016,"Plaça de Valentí Almirall, Barcelona, Espanya",Sant Martí,Bon viure,Sanitat i salut,16,21,21,https://decidim.barcelona/meetings/consell-salut-de-districte-de-sant-marti
45,Consell Salut de Districte de Nou Barris,Debatre i recollir les aportacions relatives a les línies d'actuació de salut al PAM-PAD 2016-2019,23/02/2016,"Plaça Major de Nou Barris, 1, 08042 Barcelona, Barcelona, Espanya",Nou Barris,Bon viure,Sanitat i salut,30,40,43,https://decidim.barcelona/meetings/consell-salut-de-districte-de-nou-barris
46,Consell Salut de Districte de Sant Andreu,Debatre i recollir les aportacions relatives a les línies d'actuació de salut al PAM-PAD 2016-2019,24/02/2016,"Carrer de Sant Adrià, 18, 08030 Barcelona, Barcelona, Espanya",Sant Andreu,Bon viure,Sanitat i salut,20,17,26,https://decidim.barcelona/meetings/consell-salut-de-districte-de-sant-andreu
47,Consell Municipal de Benestar Social,Plenari del Consell per debatre i recollir les aportacions relatives a les línies d'actuació d'acció social al PAM 2016-2019,25/02/2016,"Carrer Montcada, 15-23, 08003 Barcelona, Barcelona, Espanya",,Bon viure,Justícia social,105,3,262,https://decidim.barcelona/meetings/consell-municipal-de-benestar-social
50,Grup de Treball del Consell Municipal de Benestar Social: Envelliment,Debatre i recollir les aportacions relatives a cicle de vida al PAM 2016-2019. Reunió de les entitats membres del grup de treball sobre envelliment del Consell Municipal de Benestar Social.,08/02/2016,"Carrer de València, 344, Barcelona, Espanya",,Bon viure,Cicles de vida ,50,16,67,https://decidim.barcelona/meetings/grup-de-treball-del-consell-municipal-de-benestar-social-envelliment
52,Consell Assessor de la Gent Gran,Debatre i recollir les aportacions relatives a les línies d'actuació de Gent Gran al PAM-PAD 2016-2019. Espai de participació obert del Consell Assessor de la Gent Gran.,10/02/2016,"Carrer de Balmes, 132, Barcelona, Espanya",,Bon viure,Cicles de vida ,123,102,150,https://decidim.barcelona/meetings/consell-assessor-de-la-gent-gran
53,Consell Assessor de la Gent Gran,Debatre i validar les aportacions relatives a les línies d'actuació de Gent Gran al PAM_PAD 2016-2030. Reunió de la Comissió Permanent del Consell Assessor de la Gent Gran.,23/02/2016,"Plaça de Sant Jaume, s/n, 08002 Barcelona, Barcelona, Espanya",,Bon viure,Cicles de vida ,15,0,50,https://decidim.barcelona/meetings/consell-assessor-de-la-gent-gran-42a5e68b-a110-45f1-8f92-3240ecaa85f9
54,Consell de les Dones de Barcelona,Debatre i recollir les aportacions relatives a les línies d'actuació de salut al PAM-PAD 2016-2019. Reunió del Plenari del Consell i obert a entitats de dones de la ciutat.,15/03/2016,"Carrer Gran de Gràcia, 190, 08012 Barcelona, Barcelona, Espanya",,Bon viure,Equitat de gènere i diversitat sexual,32,28,56,https://decidim.barcelona/meetings/consell-de-les-dones-de-barcelona
58,Gossos i espai públic,Convivència a l'espai públic amb els animals de companyia i la resta d'usos comunitaris. Acords pel civisme.,17/03/2016,"Carrer de la Selva de Mar, 215, 08019 Barcelona, Barcelona, Espanya",Sant Martí,Transició ecològica,Medi ambient i espai públic,53,20,78,https://decidim.barcelona/meetings/gossos-i-espai-public
59,Les festes majors a Sant Martí,Paper que tenen les festes majors dels diferents barris en la cohesió del veïnat,14/03/2016,"Carrer d'Andrade, 176, 08020 Barcelona, Barcelona, Espanya",Sant Martí,Bon govern,Participació ciutadana,20,14,25,https://decidim.barcelona/meetings/les-festes-majors-a-sant-marti
60,Esdeviments esportius-culturals i espai públic,"La convivència de la pràctica esportiva en l’espai urbà, les places, els parcs, les platges o carrers. Millora de la mobilitat durant la realització d’actes esportives al districte.",31/03/2016,"Av. del Litoral, 86, 08005 Barcelona, Barcelona, Espanya",Sant Martí,Bon viure,Esports,13,17,32,https://decidim.barcelona/meetings/esdeviments-esportius-culturals-i-espai-public
61,"Pla Sagrera des de Sant Martí, en el Consell de Barri de Sant Martí Provençals i Verneda i la Pau","Estat de la qüestió, impacte i propostes de futur. Evolució del Pla Sagrera en la banda de Sant Martí i Verneda",09/03/2016,"Carrer de Santander, 7, 08020 Barcelona, Barcelona, Espanya",Sant Martí,Transició ecològica,Urbanisme per als barris,36,16,58,https://decidim.barcelona/meetings/pla-sagrera-des-de-sant-marti
65,Priorització de les propostes d'habitatge per al districte de Sant Martí ,Habitatge i risc de gentrificació ,15/03/2016,"Carrer del Perú, 104, Barcelona, Espanya",Sant Martí,Bon viure,Habitatge,15,5,25,https://decidim.barcelona/meetings/prioritzacio-deles-propostes-d-habitatge-per-al-districte-de-sant-marti
66,Plans de desenvolupament econòmic de proximitat de districte,"Ocupació, empresa, comerç i emprenedoria a Sant Martí",01/04/2016,"Carrer de Roc Boronat, 117, Barcelona, Espanya",Sant Martí,Economia plural,"Economia cooperativa, social i solidària",19,51,42,https://decidim.barcelona/meetings/plans-de-desenvolupament-economic-de-proximitat-de-districte
67,Superilles al districte de Sant Martí,Què són i com es volen implantar les superilles a Sant Martí,01/03/2016,"Carrer del Joncar, 35, 08005 Barcelona, Barcelona, Espanya",Sant Martí,Transició ecològica,Urbanisme per als barris,15,26,33,https://decidim.barcelona/meetings/superilles-al-districte-de-sant-marti
68,Mapa escolar del districte de Sant Andreu,"Detecció a través del mapeig de les principals necessitats del parc escolar del Districte, ja sigui en matèria de reforma o millora dels equipaments existents o a través de la construcció de nous.",10/03/2016,"Espai Bota Carrer Sant Adrià 18-24, 08030 Barcelona, Barcelona, Espanya",Sant Andreu,Bon viure,Educació i coneixement ,25,29,23,https://decidim.barcelona/meetings/mapa-escolar-del-districte-de-sant-andreu
74,Casal Infantil Trinitat Vella,"Definició dels usos del casal infatil i recollida de propostes de millora, tot tenint present la veu dels infants.",30/03/2016,"Carrer de la Foradada, 36, 08033 Barcelona, Barcelona, Espanya",Sant Andreu,Bon viure,Cicles de vida ,10,13,10,https://decidim.barcelona/meetings/casal-infantil-trinitat-vella
76,"Apropar els centres de creació cultural (Fàbrica de Creació, Canòdrom, Nau Ivanow...) als barris",Acció per tal de fomentar el coneixement i el diàleg entre diferents equipaments d'àmbit ciutat i el teixit associatiu i veïnal dels barris on s'ubica.,31/03/2016,"Carrer de Sant Adrià, 20, 08030 Barcelona, Barcelona, Espanya",Sant Andreu,Bon viure,Cultura,17,19,17,https://decidim.barcelona/meetings/apropar-els-centres-de-creacio-cultural-fabrica-de-creacio-canodrom-nau-ivanow-als-barris
77,Definició dels usos de l'antic camp de futbol del c/ Santander ,Definir de manera compartida els possibles usos de les instal·lacions esportives que s'ubicaran a l'antic camp de futbol,11/03/2016,"Carrer Robert Gerhard, 3, 08030 Barcelona, Barcelona, Espanya",Sant Andreu,Bon viure,Esports,30,20,25,https://decidim.barcelona/meetings/definicio-dels-usos-de-l-antic-camp-de-futbol-del-c-santander
78,Com revitalitzem el polígon industriall de Bon Pastor? ,Propostes de millora per a la mobilitat i l'activitat industrial al polígon del Bon Pastor,25/02/2016,"Plaça d'Orfila, 1, 08030 Barcelona, Barcelona, Espanya",Sant Andreu,Economia plural,"Economia cooperativa, social i solidària",16,7,35,https://decidim.barcelona/meetings/com-revitalitzem-el-poligon-industriall-de-bon-pastor
79,Com millorar la mobilitat al barri del Congrès? ,Iniciar el debat sobre la definició d'una àrea d'estacionament regulat al Congrés-Indians.,31/03/2016,"Parc de recerca educativa del CanodromPlaça de Canodrom, 08027 Barcelona, Barcelona, Espanya",Sant Andreu,Transició ecològica,Mobilitat sostenible,0,0,0,https://decidim.barcelona/meetings/com-millorar-la-mobilitat-al-barri-del-congres
81,Revisió del nomenclàtor del districte de Sant Andreu,,18/02/2016,"Plaça d'Orfila, 1, 08030 Barcelona, Barcelona, Espanya",Sant Andreu,Justícia global,Justícia global,17,5,15,https://decidim.barcelona/meetings/revisio-del-nomenclator-del-districte-de-sant-andreu
82,Definició del model de  pacificació del C. Gran de Sant Andreu,"Determinar el model de pacificació del C/Gran a partir de les 3 propostes sortides de l'anterior procés participatiu. Presentació de models d'èxit de pacificació, informació detallada sobre els models a escollir.",02/04/2016,"Plaça d'Orfila, 1, 08030 Barcelona, Barcelona, Espanya",Sant Andreu,Transició ecològica,Mobilitat sostenible,105,17,83,https://decidim.barcelona/meetings/definicio-del-model-de-pacificacio-del-c-gran-de-sant-andreu
84,Definició del model de pacificació del C. Gran de Sant Andreu,"Determinar el model de pacificació del C/Gran a partir de les 3 propostes sortides de l'anterior procés participatiu. Presentació de models d'èxit de pacificació, informació detallada sobre els models a escollir.",17/03/2016,"Carrer del Segre, 24, 08030 Barcelona, Barcelona, Espanya",Sant Andreu,Transició ecològica,Mobilitat sostenible,110,10,25,https://decidim.barcelona/meetings/definicio-del-model-de-pacificacio-del-c-gran-de-sant-andreu-f361e8eb-f6a9-4b11-ba81-0834a74673bb
85,Foment de l'ús compartit de l'espai públic,Afavorir el diàleg entre les persones usuàries de l'espai públic per fomentar el seu ús compartit. ,22/03/2016,"Plaça de Ferran Reyes, 08027 Barcelona, Barcelona, Espanya",Sant Andreu,Transició ecològica,Medi ambient i espai públic,15,3,30,https://decidim.barcelona/meetings/foment-de-l-us-compartit-de-l-espai-public
